"Name","Live Bytes","Live Objects"
"java.util.regex.Pattern$CharProperty","20,256 B (0%)","844 (0%)"
"java.util.concurrent.ConcurrentHashMap$CounterCell","20,160 B (0%)","72 (0%)"
"sun.nio.fs.UnixChannelFactory$Flags","20,136 B (0%)","839 (0%)"
"org.eclipse.jetty.servlet.ServletHolder","19,872 B (0%)","138 (0%)"
"java.time.zone.ZoneOffsetTransitionRule","19,680 B (0%)","410 (0%)"
"net.i2p.data.LeaseSet","19,520 B (0%)","244 (0%)"
"net.i2p.router.tunnel.OutboundGatewayMessage","19,360 B (0%)","242 (0%)"
"net.i2p.router.tunnel.InboundMessageDistributor","19,280 B (0%)","482 (0%)"
"net.i2p.data.ByteArray","19,224 B (0%)","801 (0%)"
"char[][]","19,208 B (0%)","111 (0%)"
"com.sun.imageio.plugins.png.PNGImageWriteParam","19,040 B (0%)","170 (0%)"
"net.i2p.router.tunnel.OutboundReceiver","18,840 B (0%)","471 (0%)"
"net.i2p.router.tunnel.OutboundReceiver$SendFailedJob","18,840 B (0%)","471 (0%)"
"java.util.Collections$UnmodifiableRandomAccessList","18,792 B (0%)","783 (0%)"
"net.i2p.router.tunnel.pool.TunnelPool","18,600 B (0%)","155 (0%)"
"double[][]","18,064 B (0%)","694 (0%)"
"java.lang.management.MonitorInfo[]","17,904 B (0%)","1,119 (0%)"
"java.lang.management.LockInfo[]","17,904 B (0%)","1,119 (0%)"
"java.lang.module.ModuleDescriptor$Exports","17,832 B (0%)","743 (0%)"
"java.lang.invoke.LambdaForm$Name[]","17,832 B (0%)","375 (0%)"
"org.eclipse.jetty.server.HttpChannelOverHttp","17,784 B (0%)","171 (0%)"
"java.lang.invoke.LambdaForm","17,760 B (0%)","370 (0%)"
"java.lang.invoke.MethodHandle[]","17,744 B (0%)","100 (0%)"
"net.i2p.router.crypto.ratchet.RatchetTagSet","17,280 B (0%)","135 (0%)"
"java.beans.MethodRef","17,208 B (0%)","717 (0%)"
"java.util.concurrent.atomic.AtomicReference","17,136 B (0%)","1,071 (0%)"
"org.eclipse.jetty.util.thread.Locker","17,016 B (0%)","709 (0%)"
"org.rrd4j.core.RrdDb","16,920 B (0%)","423 (0%)"
"org.rrd4j.core.RrdDoubleMatrix","16,920 B (0%)","423 (0%)"
"org.rrd4j.core.Archive","16,920 B (0%)","423 (0%)"
"org.rrd4j.core.Header","16,920 B (0%)","423 (0%)"
"java.lang.invoke.DirectMethodHandle$Constructor","16,608 B (0%)","346 (0%)"
"jdk.jfr.internal.PlatformEventType","16,544 B (0%)","188 (0%)"
"org.rrd4j.graph.VDef","16,512 B (0%)","688 (0%)"
"org.eclipse.jetty.server.HttpConnection","16,416 B (0%)","171 (0%)"
"org.eclipse.jetty.io.ByteBufferPool$Bucket","16,384 B (0%)","512 (0%)"
"java.net.URL","16,320 B (0%)","255 (0%)"
"sun.font.FontFamily","16,320 B (0%)","340 (0%)"
"java.math.BigDecimal","16,280 B (0%)","407 (0%)"
"java.beans.MethodDescriptor","16,184 B (0%)","289 (0%)"
"java.util.concurrent.CompletableFuture","16,176 B (0%)","674 (0%)"
"sun.nio.ch.FileChannelImpl$Closer","16,160 B (0%)","1,010 (0%)"
"jdk.jfr.internal.Control","16,160 B (0%)","404 (0%)"
"java.util.HashSet[]","16,160 B (0%)","404 (0%)"
"org.rrd4j.core.RrdDbPool$$Lambda.0x00007f41c8406850","16,128 B (0%)","672 (0%)"
"org.rrd4j.core.FetchRequest","16,128 B (0%)","336 (0%)"
"org.rrd4j.core.FetchData","16,128 B (0%)","336 (0%)"
"org.rrd4j.data.Def","16,128 B (0%)","336 (0%)"
"org.klomp.snark.Storage$TorrentFile","16,128 B (0%)","288 (0%)"
"net.i2p.router.transport.ntcp.NTCP2Options","16,080 B (0%)","335 (0%)"
"java.util.regex.Pattern$SliceI","16,008 B (0%)","667 (0%)"
"net.i2p.router.message.GarlicMessageReceiver","15,584 B (0%)","487 (0%)"
"org.rrd4j.graph.TimeAxis","15,552 B (0%)","324 (0%)"
"java.awt.geom.Path2D$Double$CopyIterator","15,552 B (0%)","486 (0%)"
"net.i2p.router.transport.udp.PeerStateDestroyed","15,456 B (0%)","138 (0%)"
"net.i2p.router.tunnel.InboundEndpointProcessor","15,424 B (0%)","482 (0%)"
"java.beans.PropertyDescriptor","15,408 B (0%)","214 (0%)"
"net.i2p.router.JobQueueRunner","15,360 B (0%)","96 (0%)"
"net.i2p.router.networkdb.kademlia.LookupBanHammer$ReplyTunnel","15,312 B (0%)","638 (0%)"
"java.io.ObjectStreamClass","15,240 B (0%)","127 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","14,856 B (0%)","619 (0%)"
"net.i2p.crypto.eddsa.math.GroupElement[]","14,784 B (0%)","308 (0%)"
"java.nio.channels.spi.AbstractInterruptibleChannel$1","14,320 B (0%)","895 (0%)"
"com.sun.imageio.plugins.png.IDATOutputStream","14,256 B (0%)","162 (0%)"
"net.i2p.client.impl.MessageState","13,952 B (0%)","218 (0%)"
"jdk.internal.math.FloatingDecimal$ASCIIToBinaryBuffer","13,760 B (0%)","430 (0%)"
"java.util.regex.Pattern$GroupHead","13,704 B (0%)","571 (0%)"
"java.util.regex.Pattern$GroupTail","13,704 B (0%)","571 (0%)"
"org.rrd4j.graph.LegendText","13,680 B (0%)","342 (0%)"
"org.rrd4j.core.RrdBackendFactory$ClosingReference","13,536 B (0%)","423 (0%)"
"java.io.FileCleanable","13,384 B (0%)","239 (0%)"
"java.nio.HeapByteBuffer","13,328 B (0%)","238 (0%)"
"org.rrd4j.graph.RrdGraphGenerator","13,280 B (0%)","332 (0%)"
"java.util.stream.Nodes$SpinedNodeBuilder","13,280 B (0%)","332 (0%)"
"java.util.Spliterators$IteratorSpliterator","13,280 B (0%)","332 (0%)"
"org.rrd4j.graph.RrdGraphInfo","13,280 B (0%)","332 (0%)"
"com.southernstorm.noise.protocol.Curve25519DHState","13,184 B (0%)","412 (0%)"
"java.util.regex.Pattern$TreeInfo","13,128 B (0%)","547 (0%)"
"org.rrd4j.graph.Mapper","13,080 B (0%)","327 (0%)"
"net.i2p.util.Log","13,080 B (0%)","327 (0%)"
"net.i2p.util.I2PThread","13,080 B (0%)","109 (0%)"
"org.rrd4j.graph.LegendComposer$Line","13,080 B (0%)","327 (0%)"
"javax.imageio.stream.FileCacheImageOutputStream","13,040 B (0%)","163 (0%)"
"java.util.TreeSet","13,024 B (0%)","814 (0%)"
"jdk.jfr.SettingDescriptor","12,928 B (0%)","404 (0%)"
"net.i2p.router.util.MaskedIPSet","12,880 B (0%)","805 (0%)"
"io.prometheus.metrics.core.metrics.GaugeWithCallback","12,864 B (0%)","402 (0%)"
"net.i2p.kademlia.XORComparator","12,848 B (0%)","803 (0%)"
"sun.nio.ch.SocketOptionRegistry$RegistryKey","12,768 B (0%)","532 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","12,480 B (0%)","260 (0%)"
"net.i2p.router.TunnelPoolSettings","12,400 B (0%)","155 (0%)"
"java.util.Hashtable","12,384 B (0%)","258 (0%)"
"net.i2p.router.crypto.ratchet.Elg2KeyPair","12,312 B (0%)","513 (0%)"
"org.eclipse.jetty.server.HttpInputOverHTTP","12,312 B (0%)","171 (0%)"
"org.eclipse.jetty.server.Response","12,312 B (0%)","171 (0%)"
"java.util.zip.Deflater","12,096 B (0%)","189 (0%)"
"net.i2p.data.i2np.TunnelGatewayMessage","11,872 B (0%)","212 (0%)"
"java.util.concurrent.LinkedBlockingQueue","11,664 B (0%)","243 (0%)"
"java.util.regex.Pattern$$Lambda.0x800000029","11,496 B (0%)","479 (0%)"
"java.util.ImmutableCollections$Set12","11,448 B (0%)","477 (0%)"
"net.i2p.router.client.RequestLeaseSetJob","11,424 B (0%)","238 (0%)"
"net.i2p.router.client.LeaseRequestState","11,424 B (0%)","238 (0%)"
"org.eclipse.jetty.util.component.ContainerLifeCycle$Bean","11,400 B (0%)","475 (0%)"
"java.lang.reflect.Field","11,376 B (0%)","158 (0%)"
"org.eclipse.jetty.util.thread.Locker$Lock","11,344 B (0%)","709 (0%)"
"net.i2p.router.tunnel.OutboundSender","11,304 B (0%)","471 (0%)"
"net.i2p.router.tunnel.OutboundGatewayProcessor","11,304 B (0%)","471 (0%)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","11,296 B (0%)","353 (0%)"
"java.util.ImmutableCollections$MapN","11,168 B (0%)","349 (0%)"
"java.util.ImmutableCollections$ListN","10,944 B (0%)","456 (0%)"
"jdk.internal.math.FDBigInteger","10,912 B (0%)","341 (0%)"
"org.eclipse.jetty.util.Utf8StringBuilder","10,912 B (0%)","341 (0%)"
"java.util.concurrent.CountDownLatch$Sync","10,880 B (0%)","340 (0%)"
"java.awt.Paint[]","10,880 B (0%)","170 (0%)"
"java.nio.file.OpenOption[]","10,752 B (0%)","336 (0%)"
"org.rrd4j.data.DataProcessor$$Lambda.0x00007f41c8405ce0","10,752 B (0%)","336 (0%)"
"net.i2p.client.streaming.impl.PacketLocal","10,672 B (0%)","58 (0%)"
"java.util.LinkedHashMap$LinkedValueIterator","10,624 B (0%)","332 (0%)"
"java.util.HashMap$ValueIterator","10,624 B (0%)","332 (0%)"
"java.io.ByteArrayOutputStream","10,584 B (0%)","441 (0%)"
"sun.security.util.KnownOIDs","10,560 B (0%)","264 (0%)"
"org.rrd4j.graph.ValueScaler","10,464 B (0%)","327 (0%)"
"org.rrd4j.data.Normalizer","10,464 B (0%)","327 (0%)"
"org.rrd4j.graph.ValueAxis","10,368 B (0%)","324 (0%)"
"java.util.concurrent.ConcurrentHashMap$MapEntry","10,344 B (0%)","431 (0%)"
"net.i2p.util.I2PAppThread","10,320 B (0%)","86 (0%)"
"net.i2p.router.tunnel.pool.BuildRequestor$TunnelBuildFirstHopFailJob","10,176 B (0%)","212 (0%)"
"org.rrd4j.core.RobinMatrix[]","10,152 B (0%)","423 (0%)"
"org.rrd4j.core.ArcState[]","10,152 B (0%)","423 (0%)"
"org.rrd4j.core.RrdAllocator","10,152 B (0%)","423 (0%)"
"org.rrd4j.core.Datasource[]","10,152 B (0%)","423 (0%)"
"org.rrd4j.core.Archive[]","10,152 B (0%)","423 (0%)"
"java.lang.invoke.LambdaForm$NamedFunction","10,080 B (0%)","420 (0%)"
"net.i2p.client.streaming.impl.MessageInputStream","10,080 B (0%)","105 (0%)"
"java.util.regex.Pattern$Start","10,080 B (0%)","420 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_L","10,080 B (0%)","252 (0%)"
"sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry","9,984 B (0%)","96 (0%)"
"java.lang.module.ModuleDescriptor$Requires","9,920 B (0%)","310 (0%)"
"sun.font.Font2DHandle","9,776 B (0%)","611 (0%)"
"sun.nio.ch.NioSocketImpl","9,760 B (0%)","122 (0%)"
"io.prometheus.metrics.core.metrics.CounterWithCallback","9,760 B (0%)","305 (0%)"
"jdk.jfr.internal.EventControl$NamedControl","9,696 B (0%)","404 (0%)"
"java.util.LinkedHashMap$LinkedValues","9,648 B (0%)","402 (0%)"
"com.southernstorm.noise.crypto.x25519.Curve25519","9,600 B (0%)","120 (0%)"
"org.eclipse.jetty.server.handler.gzip.GzipHttpOutputInterceptor","9,576 B (0%)","171 (0%)"
"org.eclipse.jetty.server.HttpOutput","9,576 B (0%)","171 (0%)"
"org.eclipse.jetty.http.HttpURI","9,576 B (0%)","171 (0%)"
"org.eclipse.jetty.server.HttpChannelState","9,576 B (0%)","171 (0%)"
"sun.java2d.loops.Blit","9,552 B (0%)","199 (0%)"
"net.i2p.router.client.RequestLeaseSetJob$CheckLeaseRequestStatus","9,520 B (0%)","238 (0%)"
"java.text.Format[]","9,408 B (0%)","168 (0%)"
"java.util.stream.ReferencePipeline$2$1","9,288 B (0%)","387 (0%)"
"java.io.RandomAccessFile","9,280 B (0%)","232 (0%)"
"net.i2p.client.streaming.impl.MessageOutputStream","9,240 B (0%)","105 (0%)"
"java.lang.invoke.MethodTypeForm","9,184 B (0%)","287 (0%)"
"sun.font.PhysicalFont[]","9,120 B (0%)","20 (0%)"
"sun.nio.fs.UnixException","9,072 B (0%)","189 (0%)"
"sun.java2d.loops.FontInfo","9,072 B (0%)","162 (0%)"
"net.i2p.router.networkdb.kademlia.FloodfillNetworkDatabaseFacade","8,960 B (0%)","56 (0%)"
"sun.security.util.ObjectIdentifier","8,864 B (0%)","277 (0%)"
"java.lang.ClassValue$Entry[]","8,808 B (0%)","62 (0%)"
"sun.font.TrueTypeFont$TTDisposerRecord","8,784 B (0%)","549 (0%)"
"net.i2p.crypto.eddsa.EdDSAPublicKey","8,768 B (0%)","274 (0%)"
"org.eclipse.jetty.util.MultiMap","8,592 B (0%)","179 (0%)"
"net.i2p.util.SimpleTimer2$1","8,568 B (0%)","153 (0%)"
"org.eclipse.jetty.servlet.ServletHandler$CachedChain","8,512 B (0%)","266 (0%)"
"java.lang.module.ModuleDescriptor","8,512 B (0%)","133 (0%)"
"sun.security.pkcs11.SunPKCS11$Descriptor","8,360 B (0%)","209 (0%)"
"java.security.AccessControlContext","8,360 B (0%)","209 (0%)"
"java.lang.ref.ReferenceQueue","8,288 B (0%)","259 (0%)"
"org.eclipse.jetty.http.HttpFields","8,208 B (0%)","342 (0%)"
"org.eclipse.jetty.server.HttpConnection$SendCallback","8,208 B (0%)","171 (0%)"
"java.util.TreeMap$AscendingSubMap","8,160 B (0%)","170 (0%)"
"java.util.ArrayDeque","8,064 B (0%)","336 (0%)"
"org.rrd4j.core.RrdInt[]","8,064 B (0%)","336 (0%)"
"sun.awt.image.BufImgSurfaceManager","8,040 B (0%)","335 (0%)"
"org.rrd4j.core.RrdDb[]","7,968 B (0%)","332 (0%)"
"javax.imageio.spi.PartialOrderIterator","7,968 B (0%)","332 (0%)"
"org.rrd4j.graph.RrdGraph","7,968 B (0%)","332 (0%)"
"org.rrd4j.data.Def[]","7,968 B (0%)","332 (0%)"
"net.i2p.stat.RateAverages","7,784 B (0%)","139 (0%)"
"java.awt.geom.Line2D$Double","7,776 B (0%)","162 (0%)"
"sun.java2d.loops.ScaledBlit","7,776 B (0%)","162 (0%)"
"com.sun.imageio.plugins.png.CRC","7,776 B (0%)","486 (0%)"
"net.i2p.router.transport.udp.PeerStateDestroyed$ACKTimer","7,728 B (0%)","138 (0%)"
"net.i2p.data.i2np.UnknownI2NPMessage","7,728 B (0%)","161 (0%)"
"net.i2p.router.tunnel.TunnelParticipant$DefragmentedHandler","7,712 B (0%)","482 (0%)"
"java.nio.DirectByteBuffer$Deallocator","7,712 B (0%)","241 (0%)"
"java.util.zip.Inflater$InflaterZStreamRef","7,656 B (0%)","319 (0%)"
"java.security.Provider$UString","7,584 B (0%)","316 (0%)"
"net.i2p.util.LHMCache","7,552 B (0%)","118 (0%)"
"java.security.ProtectionDomain[]","7,440 B (0%)","169 (0%)"
"java.io.ObjectStreamField","7,360 B (0%)","184 (0%)"
"jdk.internal.module.ModuleReferenceImpl","7,336 B (0%)","131 (0%)"
"java.util.IdentityHashMap","7,320 B (0%)","183 (0%)"
"org.eclipse.jetty.webapp.ClasspathPattern$Entry","7,296 B (0%)","304 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap","7,272 B (0%)","303 (0%)"
"java.util.ImmutableCollections$SetN","7,224 B (0%)","301 (0%)"
"org.eclipse.jetty.http.PreEncodedHttpField","7,200 B (0%)","225 (0%)"
"sun.font.GlyphList","7,200 B (0%)","90 (0%)"
"java.util.WeakHashMap","7,200 B (0%)","150 (0%)"
"sun.reflect.annotation.AnnotationInvocationHandler","7,176 B (0%)","299 (0%)"
"java.util.concurrent.ConcurrentHashMap$ValuesView","7,120 B (0%)","445 (0%)"
"java.lang.NumberFormatException","7,000 B (0%)","175 (0%)"
"com.southernstorm.noise.protocol.HandshakeState","6,976 B (0%)","109 (0%)"
"java.util.regex.Pattern$$Lambda.0x800000028","6,944 B (0%)","434 (0%)"
"java.util.Collections$SetFromMap","6,912 B (0%)","288 (0%)"
"org.eclipse.jetty.http.HttpGenerator","6,840 B (0%)","171 (0%)"
"org.eclipse.jetty.http.MetaData$Request","6,840 B (0%)","171 (0%)"
"org.rrd4j.graph.CommentText","6,800 B (0%)","170 (0%)"
"java.awt.Font[]","6,800 B (0%)","170 (0%)"
"org.rrd4j.graph.BufferedImageWorker","6,800 B (0%)","170 (0%)"
"java.lang.Module","6,776 B (0%)","121 (0%)"
"org.rrd4j.core.RrdNioBackend$$Lambda.0x00007f41c828b7d8","6,768 B (0%)","423 (0%)"
"java.text.MessageFormat","6,720 B (0%)","168 (0%)"
"net.i2p.i2ptunnel.I2PTunnelRunner$StreamForwarder","6,688 B (0%)","44 (0%)"
"org.eclipse.jetty.http.MetaData$Response","6,680 B (0%)","167 (0%)"
"java.util.regex.Pattern$Node[]","6,656 B (0%)","41 (0%)"
"net.i2p.router.transport.udp.PeerStateDestroyed$KillTimer","6,624 B (0%)","138 (0%)"
"java.lang.Package","6,560 B (0%)","205 (0%)"
"org.eclipse.jetty.util.ArrayTernaryTrie","6,560 B (0%)","205 (0%)"
"org.eclipse.jetty.server.handler.gzip.GzipHttpOutputInterceptor$GzipBufferCB","6,520 B (0%)","163 (0%)"
"java.lang.Class$AnnotationData","6,504 B (0%)","271 (0%)"
"java.nio.channels.ClosedChannelException","6,480 B (0%)","162 (0%)"
"java.lang.Short","6,480 B (0%)","405 (0%)"
"net.metanotion.io.block.index.BSkipLevels","6,480 B (0%)","135 (0%)"
"java.util.Locale","6,368 B (0%)","199 (0%)"
"javax.management.ImmutableDescriptor","6,264 B (0%)","261 (0%)"
"java.util.regex.Pattern$BitClass","6,048 B (0%)","378 (0%)"
"jdk.jfr.internal.EventControl","6,016 B (0%)","188 (0%)"
"jdk.jfr.internal.settings.EnabledSetting","6,016 B (0%)","188 (0%)"
"net.i2p.crypto.KeyPair","5,952 B (0%)","248 (0%)"
"java.lang.Package$VersionInfo","5,920 B (0%)","148 (0%)"
"net.i2p.router.crypto.ratchet.RatchetSKM$OutboundSession","5,904 B (0%)","41 (0%)"
"sun.security.provider.SHA2$SHA256","5,888 B (0%)","92 (0%)"
"jdk.jfr.internal.settings.BooleanValue","5,856 B (0%)","244 (0%)"
"java.util.concurrent.CopyOnWriteArraySet","5,776 B (0%)","361 (0%)"
"net.i2p.i2ptunnel.I2PTunnel","5,720 B (0%)","65 (0%)"
"java.util.Collections$SingletonList","5,664 B (0%)","236 (0%)"
"org.eclipse.jetty.http.PathMap$MappedEntry","5,592 B (0%)","233 (0%)"
"java.util.Collections$UnmodifiableSortedMap","5,504 B (0%)","172 (0%)"
"org.rrd4j.graph.Def","5,504 B (0%)","172 (0%)"
"sun.font.FontConfigManager$FontConfigFont[]","5,496 B (0%)","12 (0%)"
"org.eclipse.jetty.server.HttpOutput$WriteBlocker","5,472 B (0%)","171 (0%)"
"org.eclipse.jetty.http.HostPortHttpField","5,472 B (0%)","171 (0%)"
"org.rrd4j.graph.BufferedImageWorker$Builder","5,440 B (0%)","170 (0%)"
"javax.servlet.http.Cookie[]","5,440 B (0%)","170 (0%)"
"org.eclipse.jetty.server.CookieCutter","5,440 B (0%)","170 (0%)"
"java.util.TreeMap$NavigableSubMap$SubMapEntryIterator","5,440 B (0%)","170 (0%)"
"org.rrd4j.graph.Area","5,440 B (0%)","170 (0%)"
"java.util.concurrent.CountDownLatch","5,440 B (0%)","340 (0%)"
"org.rrd4j.graph.VRule","5,440 B (0%)","170 (0%)"
"java.util.TreeMap$AscendingSubMap$AscendingEntrySetView","5,440 B (0%)","170 (0%)"
"java.lang.StringBuilder[]","5,376 B (0%)","168 (0%)"
"java.text.FieldPosition","5,376 B (0%)","168 (0%)"
"java.util.regex.Pattern$Behind","5,376 B (0%)","168 (0%)"
"org.rrd4j.data.DataProcessor$$Lambda.0x00007f41c8405280","5,312 B (0%)","332 (0%)"
"i2p.susi.dns.AddressBean[]","5,296 B (0%)","3 (0%)"
"net.i2p.util.Log$LogScope","5,232 B (0%)","327 (0%)"
"org.jfree.svg.StandardFontMapper","5,216 B (0%)","326 (0%)"
"org.rrd4j.graph.SVGImageWorker","5,184 B (0%)","162 (0%)"
"org.rrd4j.graph.RrdGraphGenerator$$Lambda.0x00007f41c8402a18","5,184 B (0%)","324 (0%)"
"java.util.AbstractMap$SimpleImmutableEntry","5,184 B (0%)","216 (0%)"
"java.awt.geom.Path2D$Float$TxIterator","5,184 B (0%)","162 (0%)"
"org.rrd4j.graph.RrdGraphGenerator$$Lambda.0x00007f41c8402c40","5,184 B (0%)","324 (0%)"
"javax.imageio.IIOImage","5,184 B (0%)","162 (0%)"
"org.eclipse.jetty.util.resource.JarFileResource","5,120 B (0%)","80 (0%)"
"com.sun.jmx.mbeanserver.ConvertingMethod","5,088 B (0%)","159 (0%)"
"net.i2p.client.streaming.impl.SimpleBandwidthEstimator","5,040 B (0%)","105 (0%)"
"net.i2p.router.crypto.ratchet.RatchetSKM","5,040 B (0%)","90 (0%)"
"net.i2p.client.streaming.impl.Connection$ActivityTimer","5,040 B (0%)","105 (0%)"
"net.i2p.client.streaming.impl.MessageOutputStream$Flusher","5,040 B (0%)","105 (0%)"
"net.i2p.client.streaming.impl.Connection$RetransmitEvent","5,040 B (0%)","105 (0%)"
"sun.net.www.protocol.file.FileURLConnection","4,992 B (0%)","48 (0%)"
"java.time.zone.ZoneOffsetTransitionRule[]","4,936 B (0%)","206 (0%)"
"net.i2p.data.i2np.EncryptedBuildRecord","4,928 B (0%)","308 (0%)"
"java.lang.reflect.Method[]","4,920 B (0%)","48 (0%)"
"net.i2p.router.web.GraphListener","4,872 B (0%)","87 (0%)"
"net.i2p.router.JobStats","4,864 B (0%)","76 (0%)"
"java.net.InetSocketAddress[]","4,848 B (0%)","202 (0%)"
"net.i2p.i2ptunnel.I2PTunnelHTTPClientRunner","4,752 B (0%)","22 (0%)"
"net.i2p.router.transport.udp.PacketBuilder$Fragment","4,704 B (0%)","196 (0%)"
"sun.security.util.math.intpoly.IntegerPolynomial$ImmutableElement","4,680 B (0%)","195 (0%)"
"net.i2p.prometheus.PromManager$$Lambda.0x00007f41c8306358","4,624 B (0%)","289 (0%)"
"net.i2p.prometheus.PromManager$$Lambda.0x00007f41c8306120","4,624 B (0%)","289 (0%)"
"jdk.jfr.internal.Type","4,608 B (0%)","96 (0%)"
"java.lang.Thread[]","4,608 B (0%)","6 (0%)"
"net.i2p.router.message.OutboundClientMessageOneShotJob$LookupLeaseSetFailedJob","4,600 B (0%)","115 (0%)"
"java.util.concurrent.ConcurrentHashMap$EntryIterator","4,592 B (0%)","82 (0%)"
"jdk.internal.module.ServicesCatalog$ServiceProvider","4,560 B (0%)","190 (0%)"
"net.i2p.router.crypto.ratchet.SparseArray","4,544 B (0%)","142 (0%)"
"sun.java2d.marlin.Stroker","4,536 B (0%)","21 (0%)"
"java.util.zip.Deflater$DeflaterZStreamRef","4,536 B (0%)","189 (0%)"
"java.lang.management.ThreadInfo[]","4,512 B (0%)","2 (0%)"
"jdk.jfr.EventType","4,512 B (0%)","188 (0%)"
"jdk.internal.reflect.DirectMethodHandleAccessor","4,480 B (0%)","140 (0%)"
"sun.net.www.protocol.jar.URLJarFile","4,464 B (0%)","62 (0%)"
"net.i2p.client.impl.I2PSessionMuxedImpl","4,416 B (0%)","24 (0%)"
"java.lang.Class$ReflectionData","4,416 B (0%)","69 (0%)"
"sun.java2d.marlin.Renderer","4,368 B (0%)","21 (0%)"
"com.southernstorm.noise.protocol.SymmetricState","4,360 B (0%)","109 (0%)"
"sun.java2d.loops.MaskBlit","4,320 B (0%)","90 (0%)"
"sun.nio.ch.Util$BufferCache","4,248 B (0%)","177 (0%)"
"java.security.ProtectionDomain","4,240 B (0%)","106 (0%)"
"net.i2p.client.impl.I2CPMessageHandler[]","4,224 B (0%)","24 (0%)"
"java.util.Collections$UnmodifiableSet","4,208 B (0%)","263 (0%)"
"net.i2p.router.web.GraphRenderer","4,176 B (0%)","87 (0%)"
"net.i2p.router.client.QueuedClientConnectionRunner","4,136 B (0%)","47 (0%)"
"java.io.ClassCache$CacheRef","4,128 B (0%)","86 (0%)"
"org.eclipse.jetty.io.AbstractEndPoint$2","4,104 B (0%)","171 (0%)"
"org.eclipse.jetty.io.AbstractEndPoint$1","4,104 B (0%)","171 (0%)"
"org.eclipse.jetty.io.SelectChannelEndPoint$2","4,104 B (0%)","171 (0%)"
"org.eclipse.jetty.io.SelectChannelEndPoint$3","4,104 B (0%)","171 (0%)"
"org.eclipse.jetty.io.SelectChannelEndPoint$4","4,104 B (0%)","171 (0%)"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1","4,104 B (0%)","171 (0%)"
"org.eclipse.jetty.util.HostPort","4,104 B (0%)","171 (0%)"
"org.eclipse.jetty.util.SharedBlockingCallback$Blocker","4,104 B (0%)","171 (0%)"
"java.lang.Byte","4,096 B (0%)","256 (0%)"
"java.util.HashMap$EntrySet","4,096 B (0%)","256 (0%)"
"javax.imageio.ImageIO$ContainsFilter","4,080 B (0%)","170 (0%)"
"javax.imageio.spi.FilterIterator","4,080 B (0%)","170 (0%)"
"org.eclipse.jetty.servlet.ServletMapping","4,056 B (0%)","169 (0%)"
"org.eclipse.jetty.io.ManagedSelector$Accept","4,056 B (0%)","169 (0%)"
"org.eclipse.jetty.io.ManagedSelector$CreateEndPoint","4,056 B (0%)","169 (0%)"
"org.eclipse.jetty.util.TreeTrie[]","4,032 B (0%)","28 (0%)"
"java.text.FieldPosition$Delegate","4,032 B (0%)","168 (0%)"
"java.lang.ClassValue$Entry","4,000 B (0%)","125 (0%)"
"sun.font.PhysicalStrike[]","3,984 B (0%)","9 (0%)"
"java.nio.file.attribute.FileAttribute[]","3,984 B (0%)","168 (0%)"
"net.i2p.router.crypto.FamilyKeyCrypto$Verified","3,984 B (0%)","166 (0%)"
"org.eclipse.jetty.server.HttpChannel$CommitCallback","3,936 B (0%)","164 (0%)"
"java.util.jar.Attributes$Name","3,936 B (0%)","164 (0%)"
"java.util.zip.ZipFile$Source","3,920 B (0%)","49 (0%)"
"java.lang.ClassValue$ClassValueMap","3,904 B (0%)","61 (0%)"
"org.eclipse.jetty.io.ManagedSelector$DestroyEndPoint","3,888 B (0%)","162 (0%)"
"java.util.Collections$UnmodifiableList","3,888 B (0%)","162 (0%)"
"javax.imageio.ImageTypeSpecifier","3,888 B (0%)","162 (0%)"
"java.util.ImmutableCollections$Set12$1","3,888 B (0%)","162 (0%)"
"java.security.CodeSource","3,840 B (0%)","96 (0%)"
